Failed_CID
66715650
66715653
66715655
162660361
66715659
66715662
66715664
66715666
655381
66715669
3145757
11796513
44564514
44564516
66715684
655401
66715706
66715708
66715709
2883648
66715713
146538562
146538563
162660426
66715727
146538577
162660434
146538579
6029396
146538582
66715734
10092630
66715741
66715743
66715747
3539049
66715756
66715757
139591809
66715787
66715788
66715790
162660496
164626584
66715804
164626588
66715830
44433593
786618
164626619
44433596
44433597
44433601
44433602
44433603
44433604
44433605
44433606
44433607
66715844
164626625
164626634
66715843
66715851
66715855
66715856
71565521
71565522
71565523
66715861
71565526
71565525
66715866
66715867
655586
66715879
66715880
10223847
66715888
76284149
162660598
76284151
76284152
76284153
76284154
10879227
164626680
66715898
162660606
66715905
66715906
66715908
66715914
164626699
66715921
71565593
71565594
71565596
71565597
71565598
66715939
66715941
66715945
66715946
66715947
66715951
66715952
10223922
66715963
66715980
66715984
66715985
122552662
10617180
71565668
71565669
71565670
71565671
71565672
66716004
66716005
24772976
66716032
66716041
44302732
66716046
66716047
162660761
71565735
71565736
71565737
71565738
66716072
71565740
162660781
66716077
66716087
10224063
66716096
66716099
66716101
66716103
66716104
162660815
66716112
14156251
66716124
14156256
162660837
66716136
71565803
71565804
71565805
66716141
71565807
71565808
66716150
76284408
76284409
66716154
76284410
76284411
76284412
66716157
66716158
66716159
66716161
66716163
66716165
66716171
14156306
66716180
14156309
66716182
66716184
14156318
66716191
66716192
131617
66716195
66716196
66716197
10617383
66716203
66716205
66716206
14156335
66716210
66716214
66716216
71565881
71565883
71565884
71565885
71565886
66716220
66716222
655938
66716227
66716234
66716243
66716254
66716256
89522787
13763172
66716260
66716261
44302954
66716269
89522801
44302962
66716275
66716276
44302965
66716278
66716279
44302966
44302971
11666047
44302983
71565961
9831050
71565962
71565963
71565964
71565965
89522831
71565966
66716305
66716306
66716299
66716323
10355367
66716327
66716329
66716332
66716341
66716345
66716348
66716350
138805957
66716360
138805961
66716365
66716366
66716369
66716371
44434133
66716376
66716377
66978520
1180382
71566048
66716388
66716392
118096623
66716406
2491127
118096633
118096643
76284676
76284677
89522948
76284679
76284680
66716424
10617610
66716427
118096650
118096651
66716432
164627216
118096658
71566103
71566105
118096665
66716443
71566107
118096671
66716448
89522976
118096678
66716457
71566125
71566126
71566127
71566128
71566130
66716469
66716470
118096696
164627258
118096699
9831229
118096702
66716482
89523011
66716483
118096708
66716497
66716507
66716509
71566179
66716517
71566181
66716529
66716530
89523058
162661236
66716535
71566202
71566203
71566204
71566205
71566206
71566207
118096762
118096766
118096781
118096785
118096788
66716565
118096792
118096796
66716576
89523107
11666341
5374887
89523111
118096810
132015
162661303
122422200
66716604
164627390
118096833
71566274
71566275
71566276
71566277
71566278
66716612
66716613
66716623
89523152
66716625
11666386
118096865
118096866
66716647
71566317
71566319
164627440
71566321
89523209
71566346
71566347
71566348
71566349
66716695
122553377
122553378
122553379
122553380
122553381
122553382
787495
122553385
66716714
122553386
122553387
122553388
122553391
122553392
122553393
122422322
122422323
122422324
122553397
122422326
122553398
66716728
122553400
122553401
122422331
122553404
122553402
122553406
122422335
122422336
122553408
122422329
122422330
122553412
122553413
122553414
122422343
76285000
122422344
122422345
122422346
122553419
122422349
122422350
122553420
122422352
122553421
122553423
122553426
122553428
122422357
66716758
122553427
122553429
122422361
89523290
122553430
122422364
122553433
122553434
122553435
122553438
122553441
122553436
71566435
122553443
71566437
71566438
71566439
71566440
122422377
71566442
122422379
122553444
122422381
122553445
122422383
122553447
122422385
122553449
122553450
122553453
122553454
122422390
122553455
122553456
122422393
122553459
122422395
122553460
122553469
122422398
122422399
122422400
122553470
122422402
122553471
122553472
122553473
122553476
122553477
122553478
3933321
122553480
122422411
122422412
66716812
122553481
122422415
122422416
164627601
122553488
122422419
122553489
135398549
122422421
122553490
122553491
122553494
122422426
122553496
122553497
122553498
122422430
122422431
122422432
9831585
122422433
89523355
44303524
122422434
122422435
122422436
45483176
45483177
45483178
45483179
122422441
122422437
122422438
122422439
45483184
122422440
122422442
122422451
122422452
122422453
71566518
71566519
71566520
71566521
71566522
122422455
122422457
71566525
122422459
89523391
122422456
122422458
122422466
122422460
122422461
122422463
122422470
122422471
162661576
45483209
45483210
89523402
122422476
66716872
122422469
122422479
162661584
122422477
122422480
66716883
122422481
122422482
122422486
122422483
122422484
122422485
122422490
122422487
122422489
122422496
122422497
122422498
58328291
122422500
122422501
58328294
122422503
122422502
122422504
122422505
122422506
122422507
122422508
122422509
122422510
45483248
45483249
45483250
122422512
122422516
122422511
122422513
132343
89523448
45483257
45483258
122422515
122422517
122422525
122422518
122422519
122422521
122422522
122422523
45483267
71566596
71566597
122422533
71566599
71566600
71566601
122422536
122422539
122422540
89523466
89523461
89523462
122422541
89523473
122422542
45483283
45483284
45483285
122422549
122422550
89523478
4326676
122422545
